Term,Freq
paternity leave,4787
patriotic movement,4789
pay,4792
payable service,4793
pay cut,4794
pay freeze,4795
payload,4796
payment,4797
payment appropriation,4798
payment system,4799
pay policy,4800
pay rise,4801
pay scale,4802
pay television,4803
peace,4805
peaceful co-existence,4806
peaceful use of energy,4807
peacekeeping,4808
peace zone,4809
peat,4811
pedestrian,4812
penal code,4815
penal institution,4816
penalty,4817
penitentiary staff,4819
pension fund,4820
pension scheme,4821
per capita consumption,4824
per capita distribution,4825
percolation water,4826
perennial vegetable,4827
performance audit,4828
performance measurement,4830
performing arts,4831
periodic penalty payment,4832
peripheral,4833
peripheral region,4834
perishable goods,4835
permanent crop,4836
personal accident insurance,4839
personal data,4840
personal development,4841
personal effects,4842
personal income tax,4843
personal insurance,4844
personalisation of power,4845
personality,4846
personal property,4847
personal weapon,4848
personnel administration,4849
persons in work,4850
pest,4852
pesticide,4853
pesticide residue,4854
pesticides industry,4855
pet food,4856
petition,4857
petrochemicals,4858
petrol,4860
petroleum,4861
petroleum exploration,4862
petroleum policy,4863
petroleum product,4864
petroleum production,4865
pet shop,4867
pharmaceutical expenses,4868
pharmaceutical industry,4869
pharmaceutical legislation,4870
pharmaceutical product,4871
pharmacist,4872
pharmacology,4873
pharmacy,4874
philosophy,4876
philosophy of law,4877
philosophy of science,4878
phosphate,4879
phosphorus,4880
photochemistry,4881
photograph,4882
photographic industry,4883
physical aggression,4885
physical education,4886
physical environment,4887
physically disabled,4888
physical process,4889
physical sciences,4890
picture synthesis,4892
piece work pay,4893
pigmeat,4895
pipeline transport,4897
pip fruit,4898
piping,4899
piracy,4900
plain,4902
plan,4903
plankton,4904
planned economy,4905
planning of the school year,4906
plantation,4907
plant breeding,4908
plant disease,4909
plant health control,4910
plant health legislation,4911
plant health product,4912
plant health treatment,4913
plant life,4914
plant propagation,4915
plant resources,4916
plant taxonomy,4917
plant variety right,4918
plasma physics,4919
plaster,4920
plasticiser,4921
plastics,4922
plastics industry,4923
plastic waste,4924
plate,4925
platinum,4926
pleasure craft,4927
plot,4930
plumbing equipment,4932
pluralism in the media,4933
plutonium,4934
plywood,4935
pneumatic machinery,4936
pneumatic tyre,4937
polar region,4942
police,4943
police checks,4944
police cooperation,4945
policy analysis,4946
policymaking,4947
policy on agricultural structures,4948
polishing and scouring preparations,4949
political affiliation,4950
political alternation,4951
political arbitration,4953
political asylum,4954
political behaviour,4955
political centre,4956
political club,4957
political coalition,4958
political cohabitation,4959
political communication,4960
political cooperation,4961
political crisis,4962
political culture,4963
political discrimination,4964
political ecology,4965
political executive,4966
political figure,4967
political geography,4968
political group,4969
political ideology,4971
political institution,4972
political integration,4973
political involvement,4974
political kidnapping,4976
political left,4977
political majority,4978
political minority,4980
political morality,4981
political motivation,4982
political opposition,4983
political parties,4984
political philosophy,4985
political power,4986
political press,4987
political prisoner,4988
political programme,4989
political propaganda,4990
political reform,4991
political refugee,4992
political representation,4993
political responsibility,4994
political right,4995
political rights,4996
political science,4997
political situation,4998
political sociology,4999
political split,5000
political status,5001
political system,5002
political tendency,5003
political unrest,5004
political violence,5005
politics,5006
polling station,5007
pollutant,5008
polluted area,5009
polluter pays principle,5010
pollution,5011
pollution control,5012
pollution control measures,5013
pollution from agricultural sources,5014
pollution from land-based sources,5015
pollution from ships,5016
pollution of waterways,5017
polygamy,5018
polymer,5019
popular art,5023
popular culture,5024
population ageing,5026
population census,5027
population density,5028
population dynamics,5029
population forecast,5030
population growth,5031
population of working age,5032
population policy,5033
population statistics,5034
pornography,5036
port administration,5037
ports policy,5038
port traffic,5039
position of women,5042
postal and telecommunications services,5043
postal charges,5044
postal service,5045
postal vote,5046
posted worker,5049
postgraduate education,5050
post office financial services,5052
potash,5054
potassium,5055
potato,5056
poultry,5057
poultry farming,5058
poultrymeat,5059
poverty,5060
powdered milk,5061
powder metallurgy,5062
power of assessment,5063
power of attorney,5064
power of decision,5065
power of implementation,5066
power of initiative,5067
power of ratification,5068
power plant,5069
power to appoint,5073
power to negotiate,5074
practitioner of alternative medicine,5075
pre-accession aid,5078
pre-accession strategy,5079
precautionary principle,5080
precious metal,5081
precious stones,5082
precision engineering,5083
precision instrument,5084
prefabrication,5085
preferential agreement,5086
preferential price,5087
preferential voting,5088
preliminary draft budget,5090
preliminary issue,5092
preliminary ruling procedure,5093
pre-packaging,5094
preparation for market,5095
prepared foodstuff,5096
pre-school education,5097
prescription drug abuse,5098
preservative,5099
preserved product,5100
presidential election,5102
presidential régime,5103
president of an institution,5104
press,5109
press agency,5110
press release,5111
press undertaking,5112
pressure equipment,5113
prevention of delinquency,5114
prevention of pollution,5115
price agreement,5116
price control,5117
price disparity,5118
price fixed in advance,5119
price fluctuation,5120
price formation,5121
price freeze,5122
price increase,5123
price index,5124
price indexing,5125
price list,5126
price net of tax,5127
price of agricultural produce,5128
price of energy,5129
price of farm land,5130
price of land,5131
price of securities,5132
price reduction,5133
price regulations,5134
prices,5135
prices policy,5136
price stability,5137
price support,5138
pricing of medicines,5139
primacy of the law,5141
primary education,5142
primary election,5143
primary product,5144
primary sector,5145
primitive religion,5146
principle of additionality,5148
principle of legal certainty,5150
principle of proportionality,5151
principle of subsidiarity,5152
printer,5153
printing,5154
priority region,5155
prison administration,5156
prisoner,5157
prisoner of war,5158
prisoner work,5159
prison system,5160
private aid,5161
private bank,5162
private education,5164
private equity,5165
private forest,5166
private insurance,5167
private international law,5168
private investment,5169
private law,5170
private limited company,5171
private means of transport,5172
private media,5173
private medical treatment,5174
private property,5175
private sector,5176
private-sector liquidity,5177
private stock,5178
privatisation,5179
privilege,5180
probationary period,5181
processed cheese,5182
processed food product,5183
processed foodstuff,5184
processing industry,5185
processing under customs control,5186
producer co-responsibility,5188
producer group,5189
producer price,5190
product design,5191
product designation,5192
product diversification,5193
production,5194
production aid,5195
production capacity,5196
production control,5197
production cost,5198
production improvement,5199
production planning,5200
production policy,5201
production quota,5202
production refund,5203
production standard,5204
production statistics,5205
production surplus,5206
production target,5207
production technique,5208
productivity,5209
product life,5210
product quality,5211
product safety,5212
product specialisation,5213
professional army,5214
professional association,5215
professional career,5216
professional ethics,5217
professional experience,5218
professional partnership,5219
professional qualifications,5220
professional secret,5221
professional society,5222
professional sport,5223
profit,5224
profitability,5225
profit sharing,5226
programme budgeting,5227
programmed learning,5228
programmes industry,5229
programming language,5230
prohibited weapon,5231
project evaluation,5232
project management,5233
project of common interest,5234
promotion,5235
promulgation of a law,5237
proof,5238
propane gas,5239
property development,5240
property insurance,5241
property leasing,5242
property market,5243
property tax,5244
proportional representation,5245
prospective technological studies,5247
prostitution,5248
protected area,5249
protected species,5250
protectionism,5251
protection of animal life,5252
protection of animals,5253
protection of communications,5254
protection of freedoms,5255
protection of minorities,5256
protection of plant life,5257
protection of privacy,5258
protection of shareholders,5259
protective clause,5260
protective equipment,5261
protein products,5262
protocol,5265
protocol on sugar,5267
protocol to an agreement,5268
prototype,5269
province,5271
provision,5282
provisional twelfth,5283
provision of documents,5284
provision of services,5285
proxy vote,5286
psychiatric institution,5288
psychiatry,5289
psychological harassment,5291
psychology,5292
psychotropic substance,5294
public accounting,5295
public administration,5296
publication,5297
publication of accounts,5298
publication of a law,5299
publication of tariffs,5300
public authorities,5302
public awareness campaign,5303
public bank,5304
public borrowing,5305
public building,5306
public conduct of debates,5307
public consultation,5308
public contract,5309
public debt,5310
public economic law,5311
public economy,5312
public education,5313
public expenditure,5314
public finance,5315
public financing,5316
public goods,5317
public health,5318
public hearing,5319
public holiday,5320
public hygiene,5321
public institution,5322
public insurance,5323
public international law,5324
public investment,5325
public law,5326
public legal official,5327
public library,5328
public limited company,5329
publicly owned forest,5330
public morality,5331
public office,5332
public opinion,5333
public order,5334
public policy,5335
public-private partnership,5336
public property,5337
public prosecution,5338
public relations,5340
public safety,5341
public sector,5342
public service,5343
public service employee,5344
public statement,5345
public stock,5346
public transport,5347
public works,5348
publishing,5350
publishing of prices,5352
pulp and paper industry,5354
pump,5355
pupil,5356
purchase,5357
purchase price,5358
purchasing habits,5359
purchasing power,5360
purchasing power parity,5361
push towing,5362
qualified majority,5365
qualitative analysis,5366
quality control circle,5367
quality control of agricultural products,5368
quality control of industrial products,5369
quality label,5370
quality of life,5371
quality of the environment,5372
quality standard,5373
quantitative analysis,5374
quantitative restriction,5375
quantity of fish landed,5376
quaternary sector,5378
question time,5380
quorum,5381
quote,5382
rabbit,5383
rabbit meat,5384
rabies,5385
racial discrimination,5387
racism,5388
radiation exposure,5389
radiation protection,5390
radical party,5391
radioactive effluent,5392
radioactive materials,5393
radioactive pollution,5394
radioactive waste,5395
radioactivity,5396
radio equipment,5398
radio frequency identification,5399
radio telecommunications,5400
rail network,5402
rail transport,5403
railway industry,5404
railway station,5405
railway tariff,5406
rapid reaction force,5407
rare earth,5408
rare gas,5409
rate of work,5411
ratification of an agreement,5412
ratio,5413
raw chemical industry,5414
raw material,5415
raw milk,5416
raw sugar,5417
reactor cooling system,5419
real estate business,5420
real estate credit,5421
real estate market,5422
real property,5423
rearmament,5424
reassignment,5425
receivership,5427
reclaimed land,5428
recognition of diplomas,5430
recognition of studies,5431
recognition of vocational training qualifications,5432
recommendation,5433
reconstituted product,5435
record,5436
recording,5437
recording equipment,5438
recording medium,5439
record library,5440
recruitment,5441
recycled product,5442
recycling of capital,5443
recycling technology,5444
redemption,5446
redemption of public debt,5447
redevelopment aid,5448
redirection of production,5449
rediscounting,5450
redistribution of income,5451
reduced price,5453
reduction of gas emissions,5454
reduction of sentence,5455
reduction of working time,5456
redundancy,5457
red wine,5458
re-export,5459
reference price,5460
referendum,5461
refrigerated product,5464
refrigeration industry,5465
refugee,5466
refusal to bid,5467
refusal to sell,5468
region,5469
regional accounting,5470
regional agency,5471
regional aid,5472
regional and local authorities,5473
regional authority,5474
regional budget,5475
regional cooperation,5476
regional culture,5477
regional development,5478
regional disparity,5479
regional economy,5480
regional election,5481
regional farm policy,5482
regional finances,5483
regional geography,5484
regional government,5485
regional integration,5486
regional investment,5487
regionalisation,5488
regionalisation of trade,5489
regional language,5492
regional law,5493
regional market,5494
regional parliament,5495
regional planning,5496
regional police,5497
regional policy,5498
regional security,5499
regional statistics,5501
regional transport,5502
region dependent on fishing,5503
registered trademark,5531
registration of a company,5532
registration of voters,5533
registration tax,5534
regulation,5535
regulation of agricultural production,5537
regulation of investments,5538
regulation of telecommunications,5539
regulation of transactions,5540
regulations for civil servants,5541
regulatory policy,5543
reimbursement of aid,5544
re-import,5545
reindeer,5546
reinsurance,5547
reintegration enterprise,5548
re-integration into school,5549
reintegration into working life,5550
rejection of the budget,5551
relationship,5554
release on licence,5555
religion,5556
religious conflict,5557
religious discrimination,5558
religious group,5560
religious institution,5561
religious symbol,5563
religious tourism,5564
remission of export duties,5565
remote sensing,5566
removal,5567
remuneration of work,5568
renewable energy,5569
renewable resources,5570
renewal of an agreement,5571
rental business,5572
rent regulations,5573
reparcelling,5574
repatriation grant,5575
repatriation of capital,5576
repeal,5577
replacement of resources,5579
replanting,5580
report,5581
representative democracy,5582
representative market price,5583
representative of local or regional authority,5584
representative price,5585
representative rate,5586
repression,5587
reproductive health,5588
reprography,5589
republic,5591
requisitioning of workers,5593
rescheduling of public debt,5594
research,5595
research and development,5596
research body,5597
research budget,5598
research method,5600
research policy,5601
research programme,5602
research project,5603
research report,5604
research results,5605
research staff,5606
reservation,5607
reserve army,5608
reserve currency,5609
reserves,5610
resettlement of persons,5611
residence,5612
residence permit,5613
residential area,5614
residential mobility,5615
resignation of the government,5616
resin,5617
resistance of materials,5618
resolution,5619
resources of the sea,5624
respiratory disease,5625
restoration of customs duties,5626
restorative justice,5627
rest period,5628
restriction of liberty,5629
restriction on competition,5630
restrictive trade practice,5633
result of the vote,5634
retail outlet,5635
retail price,5636
retail selling,5637
retail trade,5638
retired person,5639
retirement conditions,5640
retroactivity of a law,5641
return migration,5642
revaluation,5644
revenue,5645
revision of an agreement,5646
revision of financial perspectives,5647
rice,5653
right of action,5655
right of asylum,5656
right of establishment,5657
right of personal portrayal,5658
right of pre-emption,5659
right of reply,5660
right of repossession,5661
rights of access,5662
rights of aliens,5663
rights of civil servants,5664
rights of minorities,5665
rights of the defence,5666
rights of the individual,5667
right to culture,5668
right to demonstrate,5669
right to development,5670
right to education,5671
right to health,5672
right to housing,5673
right to information,5674
right to justice,5675
right to physical integrity,5676
right to reuse information,5677
right to stand for election,5678
right to stopover,5679
right to strike,5680
right to vote,5681
right to work,5682
risk management,5686
river tourism,5687
road building,5688
road cabotage,5689
road network,5690
road safety,5691
road services department,5692
road traffic,5693
road transport,5694
road transport tariff,5695
roadworthiness tests,5696
roaming,5697
robotics,5698
rodent,5700
roll-call vote,5701
rolling stock,5702
root vegetable,5707
rosé wine,5708
rubber industry,5711
rules of procedure,5713
rule under emergency powers,5714
ruling,5715
ruling class,5716
rural community,5717
rural development,5718
rural habitat,5719
rural migration,5720
rural population,5721
rural region,5722
rural settlement,5723
rural sociology,5724
rural tourism,5725
rye,5729
sacred text,5733
safety device,5734
safety standard,5735
sale,5746
sales agent,5747
sales aid,5748
sales occupation,5749
sales promotion,5750
sales representative,5751
sales staff,5752
salt,5753
salted product,5755
saltwater,5756
sample survey,5759
sampling,5760
satellite,5766
satellite communications,5767
satellite navigation,5768
satellite town,5769
savings,5772
scanner,5778
school abroad,5782
school age,5783
school attendance,5784
school canteen,5785
school environment,5786
school fees,5787
schooling,5789
school inspection,5790
school legislation,5791
school life,5792
school medicine,5793
school results,5794
school textbook,5795
school transport,5796
scientific apparatus,5800
scientific calculation,5801
scientific cooperation,5803
scientific discovery,5804
scientific education,5805
scientific exchange,5806
scientific library,5807
scientific press,5808
scientific profession,5809
scientific progress,5810
scientific report,5811
scientific research,5812
screen,5814
sculpture,5815
sea,5816
sea-bed,5817
sea fish,5818
sea fishing,5819
seal,5820
search,5821
search and rescue,5822
search engine,5823
seasonal employment,5824
seasonal migration,5825
seasonal unemployment,5826
seasonal worker,5827
seat of institution,5829
secondary education,5830
secondary legislation,5831
secondary residence,5832
secondary sector,5833
secretarial allowance,5838
secretarial staff,5839
secret ballot,5843
secret service,5844
secret society,5845
section,5846
sectoral agreement,5847
sectoral aid,5848
sectoral planning,5849
securities,5853
security of supply,5854
security services,5855
seed,5857
seed flax,5858
seedling,5859
seismology,5861
seizure of goods,5862
selection of pupils,5863
selective dissemination of information,5864
selective distribution agreement,5865
self-defence,5866
self-employed person,5868
self-employment,5869
self-financing,5870
self-regulation,5872
self-service store,5873
self-sufficiency farming,5874
self-sufficiency in energy,5875
self-sufficiency in food,5876
selling at a loss,5879
selling price,5880
semantic web,5881
semi-soft cheese,5886
seniority,5888
senior management,5889
sensitive area,5890
sensitive product,5891
separated person,5892
separation of powers,5893
serial publication,5896
service,5899
service concession,5900
service industry,5901
service occupation,5902
services company,5903
services contract,5904
services of general interest,5905
sesame,5906
set-aside,5907
settlement of disputes,5908
severance pay,5909
sewage sludge,5913
sex education,5914
sexual discrimination,5915
sexual freedom,5916
sexual harassment,5917
sexually transmitted disease,5919
sexual minority,5920
sexual mutilation,5921
sexual offence,5922
sexual tourism,5923
sexual violence,5924
shadow banking,5926
shadow cabinet,5927
shale gas,5928
share,5930
share capital,5931
share farming,5932
shareholder,5933
shareholding,5934
sheep,5936
sheepmeat,5938
sheet,5939
shellfish farming,5940
shift work,5941
shipbuilding,5944
ship canal,5945
shipping policy,5946
shopping centre,5947
shortage,5948
shorter working week,5949
short-term credit,5950
short-term economic policy,5951
short-term economic prospects,5952
short-term financing,5953
short-term forecast,5954
short-term monetary support,5955
short-time working,5956
sick leave,5961
signalling device,5963
signature of an agreement,5964
silent majority,5965
silk,5968
silo,5969
silver,5970
silviculture,5971
simple majority,5972
simplification of formalities,5973
simplification of legislation,5974
simulation,5975
single-crop farming,5978
single document,5979
single exchange-rate policy,5982
single-family housing,5983
single market,5984
single monetary policy,5985
single parent,5986
single payment scheme,5987
sisal,5989
siting of power stations,5990
size of business,5991
skilled worker,5994
skill obsolescence,5995
skimmed milk,5996
skimmed milk powder,5997
skin disease,5998
slaughter animal,5999
slaughtered poultry,6000
slaughter of animals,6001
slaughter premium,6002
small and medium industries,6010
small and medium-sized enterprises,6011
small arms,6012
small business,6013
small industry,6015
small retailer,6016
small town,6018
smoked product,6019
smoking,6020
social adjustment,6022
social analysis,6023
social assistance,6025
social audit,6026
social behaviour,6027
social budget,6028
social change,6029
social class,6030
social clause,6031
social conflict,6032
social cost,6033
social court,6034
social development,6037
social dialogue,6038
social dumping,6040
social economy,6041
social facilities,6042
social impact,6043
social indicator,6044
social inequality,6045
social integration,6046
social labelling,6050
social legislation,6051
social life,6052
socially disadvantaged class,6053
social media,6054
social medicine,6055
social mobility,6056
social movement,6057
social norm,6058
social pact,6059
social participation,6060
social partners,6061
social policy,6062
social problem,6064
social rehabilitation,6065
social rights,6066
social role,6067
social sciences,6068
social security,6069
social-security benefit,6070
social-security contribution,6071
social-security harmonisation,6072
social security legislation,6073
social services,6074
social situation,6075
social statistics,6076
social status,6077
social structure,6078
social survey,6079
social transfers,6080
social well-being,6081
social work,6082
social worker,6083
sociocultural facilities,6084
sociocultural group,6085
socioeconomic conditions,6086
sociology,6087
sociology of education,6088
sociology of law,6089
sodium,6092
soft cheese,6095
soft energy,6096
soft fruit,6097
soft technology,6098
software,6099
soil analysis,6100
soil chemistry,6101
soil conditioning,6102
soil improvement,6103
soil pollution,6104
soil preparation,6105
soil protection,6106
soil resources,6107
soil science,6108
soil type,6109
solar architecture,6110
solar collector,6111
solar energy,6112
solar energy end-use applications,6113
sole proprietorship,6114
solvent,6116
sorghum,6118
sound insulation,6119
sound reproduction equipment,6120
source of aid,6121
source of information,6122
source of law,6123
sovereign wealth fund,6151
soya bean,6152
soya bean oil,6153
space-based weapons,6154
space navigation,6155
space policy,6156
space property right,6157
space research,6158
space science,6159
space technology,6161
space transport,6162
space vehicle,6163
spare part,6165
sparkling wine,6166
special drawing rights,6169
special education,6170
specialisation agreement,6171
specialisation of trade,6172
specialised committee,6173
special leave,6174
special legislative procedure,6175
special metal,6176
special polymer,6177
special procedure,6178
special-status institution,6179
special steels,6180
special tax,6181
specification of tariff heading,6182
spectrometry,6183
speculative capital,6184
speech,6185
speed control,6186
speed reading,6187
spirits,6188
sponsorship,6190
sport,6192
sport fishing,6193
sporting event,6194
sports body,6195
sports equipment,6196
sports facilities,6197
spot market,6198
spreadsheet,6199
stabilisation and association agreement,6202
stability pact,6203
stability programme,6204
staff,6205
staff assessment,6206
staff regulations,6207
staggering of holidays,6209
stagnant water,6210
stamp duty,6211
standard,6212
standardisation,6214
standardised accounting system,6215
standard of living,6216
standing committee,6217
starch,6220
start-up,6222
stateless person,6228
state of emergency,6230
state-owned land,6231
stationing of forces,6234
statistical method,6235
statistics,6236
statutory power,6241
steel,6242
stem cell,6243
sterilisation,6245
sterilised milk,6246
still wine,6247
stimulant,6248
stock,6249
stock-exchange listing,6251
stock-exchange transaction,6252
stockpiling of weapons,6254
stone,6255
stone fruit,6256
storage,6257
storage capacity,6258
storage cost,6259
storage of food,6260
storage of hydrocarbons,6261
storage of waste,6262
storage premium,6263
strait,6265
strategic defence,6266
strategic nuclear weapon,6267
strategic reserves,6268
stratospheric pollutant,6269
stratospheric pollution,6270
street children,6271
strike,6272
strip,6273
structural adjustment,6274
structural expenditure,6275
structural fluctuation,6276
structural policy,6278
structural unemployment,6279
student,6280
student mobility,6281
subcontracting,6284
submarine,6285
subsidiary,6288
subsidiary budget,6289
subsidised housing,6290
subsistence economy,6291
subsistence farming,6292
subsistence level income,6293
substandard housing,6294
substitute fuel,6295
substitute product,6296
subtropical zone,6297
suburban area,6298
suburban transport,6299
suckler cow,6302
sucrose,6303
sugar,6309
sugar beet,6310
sugar cane,6311
sugar industry,6312
sugar levy,6313
sugar product,6314
sugar refining,6315
suicide,6316
sulphur,6318
summarising,6320
summary procedure,6321
summit meeting,6323
sunflower,6325
sunflower seed oil,6326
superconducting alloy,6327
supermarket,6328
supervisor,6329
supervisory body,6330
supervisory power,6331
supplementary aid for products,6332
supplementary budget,6333
supplementary financing,6334
supplementary income,6335
supplementary pension,6336
supplementary trade mechanism,6337
supplier,6338
supplies contract,6339
supply,6340
supply and demand,6341
supply balance sheet,6342
support mechanism,6343
support policy,6344
support price,6345
support tariff,6346
surface transport,6348
surface water,6349
surgery,6351
surname,6353
surplus stock,6354
surrogate mother,6355
surveillance,6356
surveillance concerning imports,6357
suspension of aid,6359
suspension of customs duties,6360
suspension of payments,6361
suspension of sentence,6362
sustainable agriculture,6363
sustainable development,6364
sustainable fisheries,6365
sustainable forest management,6366
sustainable mobility,6367
swap arrangement,6368
sweetener,6371
swine,6372
synthetic protein,6376
synthetic rubber,6377
syrup,6379
systems interconnection,6381
table wine,6383
tactical nuclear weapon,6384
takeover bid,6387
tanker,6388
tantalum,6389
target price,6391
tariff agreement,6394
tariff barrier,6395
tariff ceiling,6396
tariff exemption,6397
tariff negotiations,6398
tariff nomenclature,6399
tariff policy,6400
tariff preference,6401
tariff quota,6402
tariff reduction,6403
tariff zone,6404
tax,6406
taxable income,6407
tax authorities,6408
tax avoidance,6409
tax collection,6410
tax convention,6411
tax debt write-off,6412
tax evasion,6413
tax exemption,6414
tax-free allowance,6415
tax harmonisation,6416
taxi,6417
tax incentive,6418
tax inspection,6419
tax law,6420
tax offence,6421
tax on capital,6422
tax on consumption,6423
tax on employment income,6424
tax on income,6425
tax on investment income,6426
tax on oils and fats,6427
tax on profits of self-employment,6428
taxpayer,6429
tax rebate,6430
tax reform,6431
tax relief,6432
tax return,6433
tax system,6434
tea,6435
teacher,6436
teacher training,6437
teaching,6438
teaching curriculum,6439
teaching materials,6440
teaching method,6441
teaching quality,6442
teaching software,6443
technical barrier,6445
technical ceramics,6446
technical cooperation,6448
technical education,6449
technical profession,6450
technical regulations,6451
technical rule,6452
technical specification,6453
technical standard,6454
technological change,6455
technological independence,6456
technological process,6457
technology,6458
technology assessment,6459
technology park,6460
technology transfer,6461
telecommunications,6462
telecommunications equipment,6463
telecommunications industry,6464
telecommunications policy,6465
telegraph,6466
telematics,6467
telemedicine,6468
telephone,6470
telephone charges,6471
television,6473
television equipment,6474
teleworking,6475
telex,6476
temperate forest,6478
temperate zone,6479
temporary admission,6480
temporary employment,6481
temporary employment agency,6482
temporary layoff,6483
tenant farming,6484
tendering,6485
termination of a contract,6486
termination of employment,6487
terminology,6488
terms for aid,6489
terms of trade,6490
terrestrial ecosystem,6492
territorial dispute,6493
territorial enclave,6494
territorial jurisdiction,6495
territorial law,6496
territorial waters,6497
terrorism,6499
tertiary sector,6500
testing,6501
test tube fertilisation,6502
textile fibre,6503
textile industry,6504
textile machine,6505
textile plant,6506
textile product,6507
texture agent,6508
theft,6511
theory of marketing,6513
therapeutic abortion,6514
therapeutics,6515
thermal discharge,6516
thermal energy,6517
thermal equipment,6518
thermal insulation,6519
thermal pollution,6520
thermal water,6521
thermodynamics,6522
thesaurus,6523
thesis,6524
think tank,6526
thin sheet,6527
third country,6528
third-party insurance,6530
threshold price,6533
ticket,6536
tidal energy,6537
tied sales outlet,6538
time-sharing,6539
tin,6543
tinplate and cutlery industry,6544
titanium,6545
tobacco,6546
tobacco industry,6547
toilet article,6549
toll,6552
tool industry,6554
torture,6555
total catch,6556
tourism,6557
tourism policy,6558
tourism statistics,6559
tourist exchange,6560
tourist guide,6561
tourist infrastructure,6562
tourist profession,6563
tourist region,6564
town,6565
town and country planning,6566
town-planning profession,6569
town-planning regulations,6570
town traffic,6572
toxicology,6573
toxic substance,6574
toy industry,6575
traceability,6577
trace element,6578
tractor,6579
tradeable emission permit,6580
trade agreement,6581
trade balance,6583
trade by country,6584
trade by group of countries,6585
trade by product,6586
trade cooperation,6587
trade credit,6588
trade dispute,6589
trade event,6590
trade information,6592
trade in organs,6593
trade intermediary,6594
trade licence,6595
trademark,6596
trademark law,6597
trade policy,6598
trade promotion,6599
trade regulations,6600
trade relations,6601
trade restriction,6602
trade statistics,6603
trade union,6604
trade union confederation,6605
trade union election,6606
trade union freedom,6607
trade union rights,6608
trade volume,6609
trading account,6610
trading hours,6611
trading margin,6612
trading operation,6613
trading volume,6614
traditional fishing,6615
traditional technology,6616
traffic control,6617
trafficking in human beings,6618
traffic offence,6619
traffic regulations,6620
traffic signs,6621
traineeship,6622
training leave,6623
transatlantic relations,6625
transfer of businesses,6627
transfer of competence,6628
transfer of farms,6629
transfer of pension rights,6630
transfer of population,6631
transfer of prisoners,6632
transfer of property,6633
transfer pricing,6634
transfrontier pollution,6635
transfrontier transport,6636
transgenic animal,6637
transgenic plant,6638
transit,6639
transit charge,6640
transition economy,6643
translation,6644
transliteration,6646
transmission network,6647
transnational corporation,6648
transparency in decision-making,6649
transport accident,6650
transportation tariff,6651
transport authorisation,6652
transport capacity,6653
transport company,6654
transport document,6655
transport economics,6656
transport infrastructure,6657
transport insurance,6658
transport law,6659
transport licence,6660
transport lines,6661
transport market,6662
transport network,6663
transport of animals,6664
transport of dangerous goods,6665
transport of patients,6666
transport planning,6667
transport policy,6668
transport price,6669
transport quota,6670
transport regulations,6671
transport safety,6672
transport staff,6673
transport statistics,6674
transport under customs control,6675
transport user,6676
transposition deficit,6677
trauma,6678
travel,6679
travel agency,6680
traveller,6681
treasurer,6682
tree,6691
trends of opinion,6693
trigger price,6695
tripartite conference,6698
triticale,6700
tropical agriculture,6703
tropical disease,6704
tropical forest,6705
tropical fruit,6706
tropical plant,6707
tropical wood,6708
tropical zone,6709
trust,6710
trust company,6711
tube,6712
tungsten,6714
tunnel,6716
turbine,6717
turnkey factory,6721
turnout of voters,6722
turnover,6723
twinning,6726
two-wheeled vehicle,6728
type of business,6729
type of tenure,6730
unauthorised dumping,6742
underdevelopment,6750
underground economy,6751
underground railway,6753
underground storage of waste,6754
underground transport,6755
underwater mineral resources,6759
undisclosed partnership,6761
unemployed person,6762
unemployment,6763
unemployment due to technical progress,6764
unemployment insurance,6765
unfair dismissal,6768
unfair terms of contract,6769
unintentional crime,6784
union representative,6792
unit price,6802
universal health coverage,6803
universal service,6806
universal suffrage,6807
university,6808
university library,6809
university research,6810
unlawful agreement,6811
unmarried person,6812
unpaid leave,6814
unpaid work,6815
unsolicited electronic advertising,6827
updating of skills,6833
upper class,6835
uranium,6840
urban area,6841
urban centre,6842
urban community,6843
urban construction,6844
urban economy,6845
urban habitat,6846
urban infrastructure,6847
urban population,6849
urban problem,6850
urban renewal,6851
urban road,6852
urban sociology,6853
urban transport,6854
used goods,6857
used oil,6858
use of aid,6859
use of languages,6860
use of outer space,6861
use of water,6862
utilised agricultural area,6868
vacant seat,6872
vaccination,6873
vaccine,6874
vacuum industry,6875
validation of expenditure,6877
value of trade,6880
vanadium,6881
vandalism,6882
veal,6895
vegetable,6896
vegetable butter,6897
vegetable fats,6898
vegetable juice,6899
vegetable oil,6900
vegetable product,6901
vegetable protein,6902
vehicle,6903
vehicle documents,6904
vehicle fleet,6905
vehicle on rails,6906
vehicle parts,6907
vehicle registration,6908
vehicle rental,6909
vehicle tax,6910
venture capital,6915
vertical agreement,6916
very short-term financing,6917
vessel,6918
veterinarian,6920
veterinary drug,6921
veterinary inspection,6922
veterinary legislation,6923
veterinary medicinal product,6924
veterinary medicine,6925
veto,6926
vice-president of an institution,6928
victim,6930
video cassette,6931
video display unit work,6934
videophone conference,6936
video surveillance,6937
vineyard,6944
vinification,6945
violence,6946
violence at school,6947
virtual community,6948
virtual currency,6949
virtual library,6950
virtual reality,6951
visa policy,6952
visual arts,6955
vitamin,6956
viticulture,6957
vocational education,6958
vocational guidance,6959
vocational retraining,6960
vocational training,6961
volcanic eruption,6963
voluntary military service,6965
voluntary organisation,6966
voluntary restraint agreement,6968
voluntary work,6969
vote,6971
